course_id,cgpa,study_hours,attendance,course_difficulty,past_course_performance,grade
1,7.996714153011233,1.0,0.13038562780716514,4.174814057585692,8.745803141127887,4.339851215648074
8,7.361735698828816,3.308233526724547,0.2785577120964129,1.1210190552461727,8.763334042795838,5.824565331715112
2,8.147688538100692,5.277334230215621,0.3134066458163661,2.672204944122537,8.4514168448738,6.149400437683631
5,9.023029856408025,12.0,0.6513220305080935,2.958339976618665,5.402374363042963,6.913723589009175
2,7.265846625276664,7.482336673822606,0.4972150253295824,3.0159086583996313,6.852958988902025,5.224593691997165
5,7.265863043050819,1.8062457271409817,0.5182736098930091,3.180496056078081,5.3525427677602,5.015109592604128
7,9.079212815507391,8.721479120658824,0.5896526755677828,3.610439819809493,8.051540311478064,6.877686624233976
6,8.267434729152908,1.9720358165072307,0.07930677502910549,2.964592560954649,9.257210664607877,5.384360911628861
5,7.030525614065048,8.87249365291326,0.804984382292076,2.631941717856319,7.379094183657992,6.777593357053838
4,8.042560043585965,5.020674079415137,0.32164017766760195,2.5924106553403043,9.351928330106324,6.366422043580588
8,7.036582307187538,5.348357279532518,0.447997782850993,2.3884841979616454,7.438238496101585,5.597888115459155
11,7.0342702464297435,9.604806139770364,0.6908383159043443,3.7875433243268652,4.976500262997467,6.115939575404135
8,7.741962271566035,2.3320791115000783,0.4273365449265339,2.3534715205234855,4.0,5.244850629116542
1,5.586719755342202,1.0,0.4756380330513165,3.8467711090082446,6.133916971258927,3.206835471974121
10,5.775082167486968,2.8692677549515597,0.4224461738764158,3.018999082259871,5.721667817714129,3.808500636851948
2,6.937712470759028,8.665306529665171,0.39409013387977854,2.4787451931438707,5.390980120458496,5.852156195749294
3,6.487168879665576,1.0,0.7285325233182888,3.618407215744135,4.0,4.370305547390684
1,7.814247332595274,1.0,0.384769919304791,2.272546075276882,6.367858312607628,5.4113666911531855
11,6.591975924478789,3.9201041643560357,0.3648811304667182,3.6381840407282127,6.3226459198379885,3.963415923338548
3,6.087696298664708,6.525379438664528,0.6538055845131868,3.212726121191785,7.260204144624881,5.2853461676200935
10,8.965648768921554,10.773304264353731,0.7676262820880009,2.4036753109080795,8.558900760597057,7.452513537930211
8,7.274223699513464,4.429894873354574,0.5184777490135565,3.5286348153345592,9.504057460418519,5.7221595408295425
4,7.567528204687924,4.819742742402332,0.9617960193210654,3.546589725688639,5.743863659213455,5.073869134914532
7,6.075251813786544,8.321903653796477,0.465382575360335,4.1575196058099575,7.57426460773673,5.827020013520638
7,6.955617275474817,1.0,0.2480058455488468,3.966147012409296,6.939880207525464,4.446879858289014
11,7.610922589709866,4.923175746218865,0.49185846419818297,3.4912740207262827,8.369649498974782,5.3578162463215975
5,6.349006422577697,5.6504768078373315,0.6566126709472268,1.8724090487912368,5.789532200906073,5.371584206400522
1,7.8756980183456715,7.64821457853164,0.2686616006468017,5.0,9.120509173677855,6.156856463788026
10,6.899361310081195,3.990068968492309,0.01586557305769043,1.5963837889281898,7.2723900545747,5.37130877183055
4,7.208306250206723,5.869968035282904,0.36657479706033624,3.9492631742823088,6.026646897768082,4.55742708728395
7,6.898293387770603,1.0,0.0,3.4312838168862987,6.8107693280696395,4.830129951503336
5,9.352278184508938,5.507077310605606,0.4726941015620834,1.8258576275188854,8.187260940750607,6.817223067336998
2,7.486502775262066,7.349728357873055,0.6449509954987759,2.8756990611215008,7.974319468640136,5.947338123702441
8,6.442289071044099,2.206949154071241,0.15310676193368594,2.9212471137553595,4.739937225669106,3.0031630729142647
2,8.322544912103188,6.834988594451343,0.2753694342762372,4.305582715810523,7.78175388529869,5.6706187709425535
11,6.279156350028978,6.363942582431276,0.47716510575860466,2.2866890997197884,6.988370323994281,4.807894544201303
8,7.708863595004756,5.13944327343051,0.6521780165042413,2.738054993575646,7.445739477292879,6.0161044411558064
11,5.540329876120224,4.943655213885893,0.04740701447101625,1.0,7.89864277986765,4.293224449206022
2,6.171813951101569,2.0492534650274195,0.4792274865395069,4.734762793123577,7.481303926877676,3.1892359196699287
11,7.6968612358691235,5.537655149607159,0.6559241951693354,1.9295317569799288,7.376581669997266,6.111959384657531
5,8.23846657999541,8.421421772763997,0.8010697427232754,3.326910864239175,8.091960252243297,6.414891727225716
4,7.67136828118997,6.6080135078572795,0.7708178911505121,2.898592170278136,7.813456124055978,5.651583688955939
1,7.38435171761176,4.1478875653976015,0.8740397724829804,2.90199903321666,7.773995608578467,5.626879791620271
8,7.198896304410711,6.431766256400948,0.4311296509993157,3.8098619848708752,4.300740419590586,4.117104779599656
10,6.021478009632572,6.961011779615912,0.49480716238807165,4.671262460303635,5.76274516308878,4.682668784904887
3,6.780155791605291,1.0,0.22125187834793986,3.2514936699419916,4.519450451833563,4.013964449465771
4,7.039361229040212,9.108711178099863,0.5855935240494328,3.655078017630526,8.844974281517377,5.674833684141937
4,8.557122226218915,5.8369335649319165,0.8434240123404162,3.328891536727041,7.8987112783488485,6.886094911810221
5,7.843618289568461,7.55136443137546,0.29645398250912014,4.017531423930627,7.200521378178488,5.446954044089672
3,5.736959844637266,8.181308646645498,0.3299787475738922,2.537083620513673,7.3610678892959385,4.987846941218428
9,7.8240839693947954,2.144246083824439,0.6598744155375187,4.075390554416414,8.110345974751167,5.223616374944026
4,7.1149177195836835,3.5636111683843077,0.6073910491099089,4.110499865647384,5.287490632139767,6.332720263993535
10,6.823077999694041,4.592816312128119,0.3533906676952833,4.08253700868291,6.6697965559947745,4.9393162077241985
11,8.111676288840869,4.13808046769941,0.6332834673677591,2.339852132663524,7.175422942349031,5.379751033549206
11,8.53099952249595,12.0,0.8094831493982446,2.831662365762809,5.354900332838084,7.868604426930743
4,8.431280119116199,4.1747078138125815,0.7764630536919317,3.239466988780435,6.866481733525532,6.529089662968246
6,6.660782476777362,3.6619856429612905,0.40339940593515866,1.6291579551709943,6.387237250719454,4.9912904093210795
8,7.190787624148785,6.365797194127959,0.7049511675447332,4.594920208086014,6.861124939666385,5.01113741745344
7,7.831263431403564,2.658562166894585,0.9302716582511529,2.9877234664978243,5.258537266466531,4.761334869088491
4,8.47554512712236,5.593393966429096,0.6450881016420241,3.2839278876047215,9.660379963556865,6.631566738331872
